,pospair,negpair
234,*MOT: what did the fish do ?	*CHI: go swim in water .,*MOT: what did the fish do ?	*CHI: you have to work ?
235,*MOT: do you remember ?	*CHI: got bubbles out of mouth .,*MOT: do you remember ?	*CHI: well not the whole week .
236,*MOT: and what else happened ?	*CHI: snakes come out of mouse hole .,*MOT: and what else happened ?	*CHI: let's do all of them !
237,"*MOT: you remembered at last , didn't you ?	*CHI: the snake come out .","*MOT: you remembered at last , didn't you ?	*CHI: l o v e ."
238,*MOT: what're you doing ?	*CHI: want lie down .,*MOT: what're you doing ?	*CHI: right here oh .
239,*MOT: what does Chris make ?	*CHI: like this one .,*MOT: what does Chris make ?	*CHI: the tiger go .
240,*MOT: it would be a long way for her to come .	*CHI: coming next week ?,*MOT: it would be a long way for her to come .	*CHI: I did wal .
241,*MOT: that's where she's learning .	*CHI: come Gail's house ?,*MOT: that's where she's learning .	*CHI: eating the baby calf .
242,*MOT: what's the matter ?	*CHI: Caroline do it .,*MOT: what's the matter ?	*CHI: what is this ?
243,*MOT: do you know who this is ?	*CHI: that go in there .,*MOT: do you know who this is ?	*CHI: now I'll know .
244,*MOT: what's the matter ?	*CHI: I can't make c-s !,*MOT: what's the matter ?	*CHI: Popeye can't really pick up things .
245,*MOT: where's the towel ?	*CHI: all done now .,"*MOT: where's the towel ?	*CHI: late , Mummy ."
246,*MOT: and on Friday he ate through how many oranges ?	*CHI: one two three four five .,*MOT: and on Friday he ate through how many oranges ?	*CHI: and that's a egg .
247,*MOT: where was it ?	*CHI: in the counter .,*MOT: where was it ?	*CHI: want open door .
248,"*MOT: could you tell him without the spoon in your mouth ?	*CHI: breakfast is ready , Jwww .",*MOT: could you tell him without the spoon in your mouth ?	*CHI: I'm telling him something .
249,*MOT: where do you want the milk ?	*CHI: on my cereal .,*MOT: where do you want the milk ?	*CHI: under the bridge .
250,*MOT: you're trying to what ?	*CHI: I can't drink water .,*MOT: you're trying to what ?	*CHI: I want a bite cream .
251,"*MOT: would you sit down , Laura ?	*CHI: fill my milk cup .","*MOT: would you sit down , Laura ?	*CHI: mm no thanks but ."
252,"*MOT: you want to come say your last goodbye ?	*CHI: bye , recorder .",*MOT: you want to come say your last goodbye ?	*CHI: a purple one .
253,*MOT: I don't know .	*CHI: is it coming out ?,*MOT: I don't know .	*CHI: what is she called ?
254,*MOT: you're not asleep .	*CHI: did you hear gas ?,*MOT: you're not asleep .	*CHI: a throwing water everywhere .
255,*MOT: good for you .	*CHI: who's kicking me ?,*MOT: good for you .	*CHI: at grandma's house .
256,*MOT: did you get any more Christmas cards ?	*CHI: I want to another present .,*MOT: did you get any more Christmas cards ?	*CHI: yeah time for night night .
257,*MOT: it's in that box .	*CHI: where's the little penny ?,*MOT: it's in that box .	*CHI: now already done the lion .
258,*MOT: where shall we take them ?	*CHI: to their Mommy .,*MOT: where shall we take them ?	*CHI: your poorly foot .
259,*MOT: what are you going to bring to sleep in ?	*CHI: this sleeping bag .,*MOT: what are you going to bring to sleep in ?	*CHI: just go there .
260,*MOT: what's he going to do now ?	*CHI: twist the baby around .,*MOT: what's he going to do now ?	*CHI: yeah yeah yeah yeah .
261,*MOT: what kind of cake ?	*CHI: I don't know .,*MOT: what kind of cake ?	*CHI: no they isn't .
262,*MOT: on his back .	*CHI: you mean this ?,*MOT: on his back .	*CHI: grandpa and daddy .
263,*MOT: why don't you put him up here ?	*CHI: right in middle of those people .,*MOT: why don't you put him up here ?	*CHI: and that made out of wood .
264,*MOT: have you ever seen a bear riding a bicycle ?	*CHI: but he is .,*MOT: have you ever seen a bear riding a bicycle ?	*CHI: .. you mean .
265,*MOT: do you think it's a gorilla ?	*CHI: yes it is .,*MOT: do you think it's a gorilla ?	*CHI: oh I can !
266,*MOT: shall we build a bicycle for him ?	*CHI: he's riding like that .,*MOT: shall we build a bicycle for him ?	*CHI: I want cut the peas .
267,*MOT: what are you doing ?	*CHI: have to have four wheels on .,*MOT: what are you doing ?	*CHI: I going let my beard grow .
268,*MOT: what do you want to do ?	*CHI: elephant go too .,*MOT: what do you want to do ?	*CHI: jigsaw puzzle again .
269,*MOT: to visit whom ?	*CHI: David and Linda and David and Linda and David .,*MOT: to visit whom ?	*CHI: and does it just go round sort of thing ?
270,*MOT: are you hammering softly ?	*CHI: that don't hurt them .,*MOT: are you hammering softly ?	*CHI: we open the doors now .
271,*MOT: it doesn't hurt them ?	*CHI: he's going on the train now .,*MOT: it doesn't hurt them ?	*CHI: I want my daddy's shoes on .
272,*MOT: what are they going to see in San Francisco ?	*CHI: let me put Yogi Bear on the train .,*MOT: what are they going to see in San Francisco ?	*CHI: I know it's a baby not a Firstname .
273,*MOT: so shall we attach the engine here ?	*CHI: let's pull Yogi Bear .,*MOT: so shall we attach the engine here ?	*CHI: don't know what's there .
274,*MOT: what fell off ?	*CHI: a part of the train .,*MOT: what fell off ?	*CHI: he got a racket .
275,*MOT: that part's new ?	*CHI: that's on you .,*MOT: that part's new ?	*CHI: Nicole washing pots now .
276,*MOT: you made an egg for me ?	*CHI: I putting it in the plate .,*MOT: you made an egg for me ?	*CHI: now we'll get this arm .
277,*MOT: I'd love some more eggs .	*CHI: you want them ?,*MOT: I'd love some more eggs .	*CHI: baby take it .
278,*MOT: where are you going to put it ?	*CHI: on your plate .,*MOT: where are you going to put it ?	*CHI: a more stuck .
279,*MOT: what are you cooking there ?	*CHI: here's your cup .,*MOT: what are you cooking there ?	*CHI: you can come out .
280,*MOT: what is that ?	*CHI: that's not a high chair .,*MOT: what is that ?	*CHI: it's a microphone up there .
281,*MOT: do you want to hold your big doll ?	*CHI: I need the bottle .,*MOT: do you want to hold your big doll ?	*CHI: a big bad wolf .
282,*MOT: what is this man doing ?	*CHI: climbing up on the tree .,"*MOT: what is this man doing ?	*CHI: no , it won't ."
283,*MOT: that man is carrying an umbrella while he's riding on the tractor ?	*CHI: him fall down .,*MOT: that man is carrying an umbrella while he's riding on the tractor ?	*CHI: brown white black .
284,*MOT: where is the boy ?	*CHI: on a horse .,"*MOT: where is the boy ?	*CHI: now , Mummy ."
285,*MOT: do you like to eat tomatoes ?	*CHI: that's a boy .,*MOT: do you like to eat tomatoes ?	*CHI: I a boy fish .
286,*MOT: what is the lady doing ?	*CHI: here's a man .,*MOT: what is the lady doing ?	*CHI: please read it mom .
287,*MOT: who's fixing it ?	*CHI: man gas station .,*MOT: who's fixing it ?	*CHI: all the animals .
288,*MOT: what does she do ?	*CHI: I don't know .,*MOT: what does she do ?	*CHI: he dropped his icecream .
289,*MOT: another one huh ?	*CHI: I'm going to have that to wipe my hands off .,*MOT: another one huh ?	*CHI: I'll twitter out here and see if I can .
290,*MOT: oh wow this tastes great .	*CHI: what is it ?,*MOT: oh wow this tastes great .	*CHI: this eh boy .
291,*MOT: what are you drawing ?	*CHI: I tear this one .,*MOT: what are you drawing ?	*CHI: what do you mean ?
292,*MOT: who done a poo poo ?	*CHI: him and Lala .,*MOT: who done a poo poo ?	*CHI: because the snow .
293,*MOT: who did you go .	*CHI: and is there some teddies too ?,"*MOT: who did you go .	*CHI: Mummy , you have to cook now ."
294,*MOT: or shall we just muddle them all up ?	*CHI: the top ones .,*MOT: or shall we just muddle them all up ?	*CHI: brush a tree ?
295,*MOT: that says octopus .	*CHI: which is to go there ?,*MOT: that says octopus .	*CHI: on the rock parking lot .
296,*MOT: and then we'll ice the cakes .	*CHI: can you do it ?,*MOT: and then we'll ice the cakes .	*CHI: I don't know .
297,*MOT: and I'm cooking it .	*CHI: is the biscuits ready ?,*MOT: and I'm cooking it .	*CHI: soft and scratchy .
298,*MOT: why have you got pen on your nose ?	*CHI: we'll wash it later .,*MOT: why have you got pen on your nose ?	*CHI: I didn't bang mine .
299,*MOT: shall we leave it off ?	*CHI: I need a other one .,*MOT: shall we leave it off ?	*CHI: right there in her train .
300,*MOT: shall we get More Dadaw's hairbrush ?	*CHI: shut the door straight away .,*MOT: shall we get More Dadaw's hairbrush ?	*CHI: he's from back there .
301,*MOT: where's the other horse ?	*CHI: he's in here .,*MOT: where's the other horse ?	*CHI: we're all done .
302,*MOT: very strange farm .	*CHI: is this my penguin ?,*MOT: very strange farm .	*CHI: no no no police .
303,*MOT: what happens then ?	*CHI: she falls asleep .,*MOT: what happens then ?	*CHI: Bob the Builder .
304,*MOT: what's happening here then ?	*CHI: I don't know .,*MOT: what's happening here then ?	*CHI: E T phone home .
305,*MOT: they're peeping in at the window .	*CHI: what are they doing ?,*MOT: they're peeping in at the window .	*CHI: I don't know .
306,*MOT: special special finger paints .	*CHI: what they're playing now ?,*MOT: special special finger paints .	*CHI: me sit on the mountain .
307,*MOT: here we are .	*CHI: can you put these on ?,*MOT: here we are .	*CHI: no keep it in there .
308,*MOT: what is that stuff ?	*CHI: I don't know .,*MOT: what is that stuff ?	*CHI: a man sit there .
309,*MOT: what's that do you think ?	*CHI: I don't know .,*MOT: what's that do you think ?	*CHI: momma close the door .
310,"*MOT: you know what game this could do , Charlie ?	*CHI: no I don't .","*MOT: you know what game this could do , Charlie ?	*CHI: a car under there ."
311,"*MOT: what do ya think ?	*CHI: no , no , nah .","*MOT: what do ya think ?	*CHI: no, no, no ."
312,"*MOT: could you do me a favor , and put it in one of your bags over here ?	*CHI: I don't have any .","*MOT: could you do me a favor , and put it in one of your bags over here ?	*CHI: no let me do it ."
313,*MOT: shall we eat em ?	*CHI: no no I'm just the man who does it .,*MOT: shall we eat em ?	*CHI: then she goes to gym do exercise then come back .
314,*MOT: and what happens ?	*CHI: the baby gets out .,*MOT: and what happens ?	*CHI: I have a cup .
315,*MOT: they're trying to get the kitten to come to them .	*CHI: what's under there ?,*MOT: they're trying to get the kitten to come to them .	*CHI: it wasn't you .
316,*MOT: I think he's all dressed up in a costume .	*CHI: well what's under there ?,*MOT: I think he's all dressed up in a costume .	*CHI: I just put it here .
317,*MOT: what do you think ?	*CHI: now we can fix this .,"*MOT: what do you think ?	*CHI: what's this , Mummy ?"
318,*MOT: you hear voice ?	*CHI: I didn't heard .,*MOT: you hear voice ?	*CHI: putting them in there .
319,"*MOT: so it can't move , yeah .	*CHI: what about this one ?","*MOT: so it can't move , yeah .	*CHI: running in the brook ."
320,*MOT: is that the one ?	*CHI: it's holding it on .,"*MOT: is that the one ?	*CHI: mommy, you open door ."
321,*MOT: where's ya see the horsie ?	*CHI: in a field .,*MOT: where's ya see the horsie ?	*CHI: a wiggle worm ?
322,*MOT: and all of a sudden it ninety seven the whole week .	*CHI: you know what ?,*MOT: and all of a sudden it ninety seven the whole week .	*CHI: Mummy up ooh .
323,*MOT: what's the name of this book ?	*CHI: I don't know .,*MOT: what's the name of this book ?	*CHI: and the blue men .
324,*MOT: how's it go ?	*CHI: handy dandy maple candy .,*MOT: how's it go ?	*CHI: it's a fish in it .
325,*MOT: hop two three four .	*CHI: why is night ?,*MOT: hop two three four .	*CHI: a vacuum cleaner .
326,*MOT: up you stand .	*CHI: why time to get dressed ?,*MOT: up you stand .	*CHI: and that's the lion .
327,*MOT: what are you having tonight ?	*CHI: mm chicken and rice .,*MOT: what are you having tonight ?	*CHI: say the Fat Controller .
328,*MOT: .. do you like art ?	*CHI: I don't know .,*MOT: .. do you like art ?	*CHI: just like my family .
329,*MOT: look at the buttons .	*CHI: where did they goes ?,*MOT: look at the buttons .	*CHI: I do it tomorrow .
330,*MOT: oh what are you bringing here ?	*CHI: there's something in my bricks .,*MOT: oh what are you bringing here ?	*CHI: that's a bit of train .
331,*MOT: would you like to try some ?	*CHI: there's something in my bricks .,*MOT: would you like to try some ?	*CHI: mhm that's a nice coat .
332,*MOT: would you like to try some ?	*CHI: I can this spoon .,*MOT: would you like to try some ?	*CHI: is she choking ?
333,*MOT: yes it's Ewww's .	*CHI: can I play with her ?,*MOT: yes it's Ewww's .	*CHI: I have to go potty .
334,*MOT: you sit down .	*CHI: can I have that pen ?,*MOT: you sit down .	*CHI: it got a animal in .
335,*MOT: there you go .	*CHI: can I do some kisses ?,*MOT: there you go .	*CHI: save that for a taxi .
336,"*MOT: come over here then .	*CHI: Mummy , what shall we do now ?","*MOT: come over here then .	*CHI: no , I don't think so ."
337,*MOT: look she's got a bandage on her head .	*CHI: is it bleeding ?,*MOT: look she's got a bandage on her head .	*CHI: no want it .
338,*MOT: if you bump your head .	*CHI: is it bleeding ?,*MOT: if you bump your head .	*CHI: can I see ?
339,*MOT: are your hands clean ?	*CHI: do something out .,*MOT: are your hands clean ?	*CHI: it all gone .
340,"*MOT: you help me put the shopping away .	*CHI: what , Mummy ?",*MOT: you help me put the shopping away .	*CHI: what that Mama ?
341,*MOT: he has cat food .	*CHI: but where's my crisp ?,*MOT: he has cat food .	*CHI: I am a little bunny .
342,*MOT: do you want some crisps ?	*CHI: I like to .,*MOT: do you want some crisps ?	*CHI: or a starfish .
343,*MOT: was that an aeroplane ?	*CHI: under there like eeooow .,*MOT: was that an aeroplane ?	*CHI: she's trying to find me .
344,*MOT: who do we go and see today ?	*CHI: zero don't know .,*MOT: who do we go and see today ?	*CHI: Anna knows the words .
345,"*MOT: it's with your spaghetti .	*CHI: what , Mummy ?",*MOT: it's with your spaghetti .	*CHI: um two legs .
346,"*MOT: the sun's come out , Fraser .	*CHI: I don't like that !","*MOT: the sun's come out , Fraser .	*CHI: you didn't let me ."
347,"*MOT: Twww's sitting on the picnic table in the sun .	*CHI: what , Mummy ?",*MOT: Twww's sitting on the picnic table in the sun .	*CHI: these two machines .
348,"*MOT: where your jigsaw puzzle , Fraser ?	*CHI: in the middle .","*MOT: where your jigsaw puzzle , Fraser ?	*CHI: from Little Mermaid ?"
349,"*MOT: it looks like they're picking apples .	*CHI: what , Mummy ?",*MOT: it looks like they're picking apples .	*CHI: she thank you .
350,*MOT: yeah you write Willy but .	*CHI: then what's Willy's last name ?,*MOT: yeah you write Willy but .	*CHI: what are they what are they doing ?
351,*MOT: who has shoes on ?	*CHI: I don't know .,*MOT: who has shoes on ?	*CHI: I'm writing it .
352,*MOT: what's that elephant's name ?	*CHI: I don't know .,*MOT: what's that elephant's name ?	*CHI: so what we just .
353,*MOT: what kind of truck climbs ?	*CHI: I don't know .,*MOT: what kind of truck climbs ?	*CHI: where are the toys ?
354,*MOT: what kind of truck came and got Mr Rabbit ?	*CHI: I don't know .,*MOT: what kind of truck came and got Mr Rabbit ?	*CHI: a bird says achoo .
355,"*MOT: why did Flip , why did Flip jump over the brook ?	*CHI: I don't know .","*MOT: why did Flip , why did Flip jump over the brook ?	*CHI: one children fell down ."
